dataset,source,parent,child,is_fp,type,model,justification
CellOntology_SUB,gt,vascular leptomeningeal cell,vlmc nn vascular leptomeningeal cell mmus,,is_a,gemini-3.1-pro-preview,"A vascular leptomeningeal cell in Mus musculus (mouse) is a species-specific subtype of a general vascular leptomeningeal cell, meaning every instance of the child is an instance of the parent."
CellOntology_SUB,gt,ecto-epithelial cell,neurecto-epithelial cell,,is_a,gemini-3.1-pro-preview,"A neurecto-epithelial cell is a specific type of ecto-epithelial cell that is derived from the neuroectoderm, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,sensory receptor cell,sensory epithelial cell,,is_a,gemini-3.1-pro-preview,"A sensory epithelial cell is a specific type of sensory receptor cell that is also an epithelial cell, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,sensory receptor cell,chemoreceptor cell,,is_a,gemini-3.1-pro-preview,"A chemoreceptor cell is a specific type of sensory receptor cell that responds to chemical stimuli, meaning every instance of a chemoreceptor cell is also an instance of a sensory receptor cell."
CellOntology_SUB,gt,brain macroglial cell,astrocyte of the forebrain,,is_a,gemini-3.1-pro-preview,"An astrocyte of the forebrain is a specific type of macroglial cell located in the brain, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,gt,epithelial cell of alimentary canal,epithelial cell of stomach,,is_a,gemini-3.1-pro-preview,Every epithelial cell of the stomach is a type of epithelial cell of the alimentary canal because the stomach is a part of the alimentary canal.
CellOntology_SUB,gt,sensory epithelial cell,olfactory epithelial cell,,is_a,gemini-3.1-pro-preview,"An olfactory epithelial cell is a specific type of sensory epithelial cell specialized for detecting odorants, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,sensory epithelial cell,auditory epithelial cell,,is_a,gemini-3.1-pro-preview,"An auditory epithelial cell is a specific type of sensory epithelial cell specialized for hearing, meaning every instance of the former is also an instance of the latter."
CellOntology_SUB,gt,macroglial cell,astrocyte,,is_a,gemini-3.1-pro-preview,"An astrocyte is a specific type of macroglial cell found in the central nervous system, meaning every astrocyte is an instance of a macroglial cell."
CellOntology_SUB,gt,macroglial cell,brain macroglial cell,,is_a,gemini-3.1-pro-preview,"A brain macroglial cell is a specific subtype of macroglial cell that is located in the brain, meaning every brain macroglial cell is by definition a macroglial cell."
CellOntology_SUB,gt,mesenchymal stem cell of adipose tissue,mesenchymal stem cell of orbital adipose tissue,,is_a,gemini-3.1-pro-preview,"A mesenchymal stem cell of orbital adipose tissue is a specific subtype of a mesenchymal stem cell of adipose tissue, meaning every instance of the former is inherently an instance of the latter."
CellOntology_SUB,gt,b cell,b cell cd19-positive,,is_a,gemini-3.1-pro-preview,"A CD19-positive B cell is a specific subtype of B cell characterized by the expression of the CD19 surface marker, meaning every instance of the child is an instance of the parent."
CellOntology_SUB,gt,mature alpha-beta t cell,mucosal-associated invariant t cell,,is_a,gemini-3.1-pro-preview,"Mucosal-associated invariant T cells are a specific subset of mature T cells that express a semi-invariant alpha-beta T cell receptor, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,afferent neuron,sensory neuron,,is_a,gemini-3.1-pro-preview,Every sensory neuron is a type of afferent neuron that carries sensory information from the periphery toward the central nervous system.
CellOntology_SUB,gt,electrically responsive cell,neuron,,is_a,gemini-3.1-pro-preview,"A neuron is a specific type of cell that is electrically responsive, meaning every instance of a neuron is an instance of an electrically responsive cell."
CellOntology_SUB,gt,male germ cell,spermatid,,is_a,gemini-3.1-pro-preview,"A spermatid is a specific type of haploid male germ cell that develops into a spermatozoon, meaning every spermatid is by definition a male germ cell."
CellOntology_SUB,gt,neural cell,neuron associated cell,,is_a,gemini-3.1-pro-preview,Every neuron associated cell (such as a glial cell) is by definition a type of neural cell that provides support to or interacts directly with neurons.
CellOntology_SUB,gt,neural cell,neuron,,is_a,gemini-3.1-pro-preview,"A neuron is a specific type of neural cell specialized for transmitting electrical and chemical signals, meaning every neuron is an instance of a neural cell."
CellOntology_SUB,gt,neural cell,olfactory epithelial cell,,other_related,gemini-3.1-pro-preview,"While some olfactory epithelial cells (such as olfactory receptor neurons) are neural cells, other types (like sustentacular and basal cells) are not, meaning the two concepts overlap but do not have a strict subsumption relationship."
CellOntology_SUB,gt,neural cell,retinal cell,,other_related,gemini-3.1-pro-preview,"While many retinal cells (such as photoreceptors, bipolar cells, and ganglion cells) are indeed neural cells, the retina also contains non-neural cells like blood vessel endothelial cells and retinal pigment epithelial cells, meaning proper subsumption does not hold and their true relationship is an"
CellOntology_SUB,gt,neural cell,mesothelial fibroblast of the leptomeninx,,is_a,gemini-3.1-pro-preview,"In the context of cell ontologies, a ""neural cell"" is broadly defined as any cell that is part of the nervous system, and since the leptomeninx (meninges) is a component of the nervous system, its fibroblasts are properly classified as a subtype of neural cell."
CellOntology_SUB,gt,neuron associated cell,glial cell,,is_a,gemini-3.1-pro-preview,"Every glial cell functions to support and protect neurons, making it a specific type of neuron-associated cell."
CellOntology_SUB,gt,auditory epithelial cell,strial basal cell,,is_a,gemini-3.1-pro-preview,"A strial basal cell is a specific type of epithelial cell located in the stria vascularis of the inner ear, making it a subtype of auditory epithelial cell."
CellOntology_SUB,gt,endothelial cell of vascular tree,blood vessel endothelial cell,,is_a,gemini-3.1-pro-preview,"A blood vessel endothelial cell is a specific type of endothelial cell that lines the blood vessels of the vascular tree, making it a proper subtype of the broader category of vascular tree endothelial cells (which can also include lymphatic or specialized endothelial cells like those of Schlemm's c"
CellOntology_SUB,gt,lymphocyte,t cell,,is_a,gemini-3.1-pro-preview,"A T cell is a specific subtype of lymphocyte that plays a central role in cell-mediated immunity, meaning every T cell is by definition a lymphocyte."
CellOntology_SUB,gt,lymphocyte,lymphocyte of b lineage,,is_a,gemini-3.1-pro-preview,"A lymphocyte of B lineage is a specific subtype of lymphocyte, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,gt,blood vessel endothelial cell,vein endothelial cell,,is_a,gemini-3.1-pro-preview,"A vein is a type of blood vessel, so an endothelial cell lining a vein is a specific type of blood vessel endothelial cell, making this a proper subsumption relationship."
CellOntology_SUB,gt,b cell cd19-positive,mature b cell,,is_a,gemini-3.1-pro-preview,"Every mature B cell expresses the CD19 surface marker, making it a specific subtype of CD19-positive B cell."
CellOntology_SUB,gt,astrocyte of the forebrain,astrocyte of the cerebral cortex,,is_a,gemini-3.1-pro-preview,"Since the cerebral cortex is a structural subdivision of the forebrain, any astrocyte located in the cerebral cortex is by definition an astrocyte located in the forebrain, making this a proper subsumption relationship."
CellOntology_SUB,gt,neural crest derived neuron,enteric neuron,,is_a,gemini-3.1-pro-preview,"Every enteric neuron is a type of neuron that develops from the neural crest, making it a proper subtype of neural crest derived neuron."
CellOntology_SUB,gt,endothelial cell,endothelial cell of vascular tree,,is_a,gemini-3.1-pro-preview,"An endothelial cell of the vascular tree is a specific subtype of endothelial cell, meaning every instance of the former is inherently an instance of the latter."
CellOntology_SUB,gt,wide field retinal amacrine cell,wf4 amacrine cell,,is_a,gemini-3.1-pro-preview,"A wf4 amacrine cell is a specific subtype of wide field retinal amacrine cell, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,epithelial cell of upper respiratory tract,olfactory epithelial cell,,is_a,gemini-3.1-pro-preview,"An olfactory epithelial cell is a specific type of epithelial cell located in the nasal cavity, which is part of the upper respiratory tract, making it a subtype of upper respiratory tract epithelial cell."
CellOntology_SUB,gt,t cell,alpha-beta t cell,,is_a,gemini-3.1-pro-preview,"An alpha-beta T cell is a specific subtype of T cell characterized by the expression of an alpha-beta T cell receptor, meaning every alpha-beta T cell is a T cell."
CellOntology_SUB,gt,t cell,mature t cell,,is_a,gemini-3.1-pro-preview,"A mature T cell is a specific developmental stage of a T cell, meaning every mature T cell is by definition a type of T cell."
CellOntology_SUB,gt,gamete-nursing cell,germline-derived nurse cell,,is_a,gemini-3.1-pro-preview,"A germline-derived nurse cell is a specific subtype of gamete-nursing cell that originates from the germline, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,amacrine cell,wide field retinal amacrine cell,,is_a,gemini-3.1-pro-preview,"A wide field retinal amacrine cell is a specific subtype of amacrine cell, meaning every instance of the former is inherently an instance of the latter."
CellOntology_SUB,gt,precursor cell,stem cell,,is_a,gemini-3.1-pro-preview,A stem cell is a specific type of precursor cell that possesses the unique ability to self-renew while retaining the potential to differentiate into other cell types.
CellOntology_SUB,gt,multi fate stem cell,mesenchymal stem cell,,is_a,gemini-3.1-pro-preview,"A mesenchymal stem cell is a type of multipotent (multi fate) stem cell that can differentiate into various cell types such as osteoblasts, chondrocytes, and adipocytes, meaning every mesenchymal stem cell is an instance of a multi fate stem cell."
CellOntology_SUB,gt,multi fate stem cell,stem cell of gastric gland,,is_a,gemini-3.1-pro-preview,A stem cell of the gastric gland is a type of multipotent (multi-fate) stem cell because it gives rise to several different cell lineages within the gastric epithelium.
CellOntology_SUB,gt,mesothelial fibroblast,mesothelial fibroblast of the leptomeninx,,is_a,gemini-3.1-pro-preview,"A mesothelial fibroblast of the leptomeninx is a specific subtype of mesothelial fibroblast defined by its location in the leptomeninx, making it a proper subsumption."
CellOntology_SUB,gt,germline-derived nurse cell,invertebrate nurse cell,,is_a,gemini-3.1-pro-preview,"Every invertebrate nurse cell is a specific type of germline-derived nurse cell found in invertebrates, making this a proper subsumption relationship."
CellOntology_SUB,gt,eukaryotic cell,spermatid,,is_a,gemini-3.1-pro-preview,"A spermatid is a specific type of eukaryotic cell involved in male reproduction, meaning every spermatid is by definition a eukaryotic cell."
CellOntology_SUB,gt,eukaryotic cell,invertebrate nurse cell,,is_a,gemini-3.1-pro-preview,"An invertebrate nurse cell is a specific type of eukaryotic cell found in invertebrates, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,eukaryotic cell,epithelial cell,,is_a,gemini-3.1-pro-preview,"Every epithelial cell is a type of eukaryotic cell, as epithelial tissues are found exclusively in multicellular eukaryotes such as animals."
CellOntology_SUB,gt,eukaryotic cell,endothelial cell,,is_a,gemini-3.1-pro-preview,"Every endothelial cell is a type of eukaryotic cell, as it is an animal cell containing a nucleus and membrane-bound organelles."
CellOntology_SUB,gt,eukaryotic cell,sensory receptor cell,,is_a,gemini-3.1-pro-preview,"Every sensory receptor cell is a specialized type of cell found in multicellular organisms (such as animals), which means it is inherently a type of eukaryotic cell."
CellOntology_SUB,gt,eukaryotic cell,single nucleate cell,,is_a,gemini-3.1-pro-preview,Every single nucleate cell is by definition a eukaryotic cell because the presence of a nucleus is the defining characteristic of eukaryotes.
CellOntology_SUB,gt,eukaryotic cell,leukocyte,,is_a,gemini-3.1-pro-preview,Every leukocyte is a type of eukaryotic cell because it is an animal cell that contains a nucleus and membrane-bound organelles.
CellOntology_SUB,gt,eukaryotic cell,neural cell,,is_a,gemini-3.1-pro-preview,"Every neural cell is a type of eukaryotic cell, as they are specialized cells found in animals, which are eukaryotes."
CellOntology_SUB,gt,eukaryotic cell,connective tissue cell,,is_a,gemini-3.1-pro-preview,Every connective tissue cell is a type of eukaryotic cell because connective tissues are found exclusively in multicellular eukaryotes (animals).
CellOntology_SUB,gt,professional antigen presenting cell,mature b cell,,is_a,gemini-3.1-pro-preview,"Every mature B cell functions as a professional antigen presenting cell by expressing MHC class II molecules to present antigens to T cells, making it a specific subtype of this functional cell category."
CellOntology_SUB,gt,mature b cell,be cell,,is_a,gemini-3.1-pro-preview,"A Be cell (B effector cell) is a specific subtype of mature B cell that produces cytokines, meaning every instance of a Be cell is also an instance of a mature B cell."
CellOntology_SUB,gt,columnarcuboidal epithelial cell,neurecto-epithelial cell,,is_a,gemini-3.1-pro-preview,"A neurecto-epithelial cell is a specific type of epithelial cell derived from the neurectoderm that typically exhibits a columnar or cuboidal shape, making it a subtype of columnarcuboidal epithelial cell."
CellOntology_SUB,gt,hematopoietic cell,leukocyte,,is_a,gemini-3.1-pro-preview,"A leukocyte (white blood cell) is a specific type of hematopoietic cell, meaning every leukocyte is an instance of a hematopoietic cell."
CellOntology_SUB,gt,alpha-beta t cell,mature alpha-beta t cell,,is_a,gemini-3.1-pro-preview,"A mature alpha-beta T cell is a specific developmental stage and subtype of an alpha-beta T cell, meaning every instance of the former is also an instance of the latter."
CellOntology_SUB,gt,nucleate cell,single nucleate cell,,is_a,gemini-3.1-pro-preview,"A single nucleate cell is a specific type of nucleate cell that contains exactly one nucleus, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,nucleate cell,leukocyte,,is_a,gemini-3.1-pro-preview,"Every leukocyte (white blood cell) contains a nucleus, making it a specific type of nucleate cell."
CellOntology_SUB,gt,cell,germ line cell,,is_a,gemini-3.1-pro-preview,"A germ line cell is a specific type of cell, meaning every instance of a germ line cell is also an instance of a cell."
CellOntology_SUB,gt,cell,secretory cell,,is_a,gemini-3.1-pro-preview,"A secretory cell is a specific type of cell characterized by its function of secreting substances, meaning every secretory cell is inherently a cell."
CellOntology_SUB,gt,cell,electrically active cell,,is_a,gemini-3.1-pro-preview,"An electrically active cell is a specific type of cell characterized by its ability to generate electrical signals, meaning every electrically active cell is inherently a cell."
CellOntology_SUB,gt,cell,motile cell,,is_a,gemini-3.1-pro-preview,"A motile cell is a specific type of cell characterized by its ability to move, meaning every motile cell is by definition a cell."
CellOntology_SUB,gt,cell,eukaryotic cell,,is_a,gemini-3.1-pro-preview,"A eukaryotic cell is a specific type of cell characterized by having a membrane-bound nucleus, meaning every eukaryotic cell is an instance of a cell."
CellOntology_SUB,gt,cell,polyploid cell,,is_a,gemini-3.1-pro-preview,"A polyploid cell is a specific type of cell characterized by having more than two paired (homologous) sets of chromosomes, meaning every polyploid cell is inherently a cell."
CellOntology_SUB,gt,cell,hematopoietic cell,,is_a,gemini-3.1-pro-preview,"A hematopoietic cell is a specific type of cell, meaning every instance of a hematopoietic cell is also an instance of a cell."
CellOntology_SUB,gt,cell,nucleate cell,,is_a,gemini-3.1-pro-preview,"A nucleate cell is a specific type of cell characterized by the presence of a nucleus, meaning every nucleate cell is inherently a cell."
CellOntology_SUB,gt,cell,precursor cell,,is_a,gemini-3.1-pro-preview,"A precursor cell is a specific type of cell that has the potential to differentiate into other cell types, meaning every precursor cell is inherently a cell."
CellOntology_SUB,gt,cell,gamete-nursing cell,,is_a,gemini-3.1-pro-preview,"A gamete-nursing cell is a specific type of cell, meaning every instance of a gamete-nursing cell is inherently an instance of a cell."
CellOntology_SUB,gt,lymphocyte of b lineage,b cell,,is_a,gemini-3.1-pro-preview,"Every B cell is a lymphocyte of the B lineage, but the B lineage also encompasses developmental precursors that are not yet fully classified as B cells, making this a proper subsumption."
CellOntology_SUB,gt,lymphocyte of b lineage,lymphocyte of b lineage cd19-positive,,is_a,gemini-3.1-pro-preview,"A CD19-positive lymphocyte of B lineage is a specific subtype of a lymphocyte of B lineage, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,germ cell,male germ cell,,is_a,gemini-3.1-pro-preview,"A male germ cell is a specific type of germ cell, meaning every instance of a male germ cell is inherently an instance of a germ cell."
CellOntology_SUB,gt,autonomic neuron,enteric neuron,,is_a,gemini-3.1-pro-preview,"An enteric neuron is a specific type of autonomic neuron that belongs to the enteric division of the autonomic nervous system, meaning every enteric neuron is an instance of an autonomic neuron."
CellOntology_SUB,gt,autonomic neuron,sympathetic neuron,,is_a,gemini-3.1-pro-preview,"A sympathetic neuron is a specific type of autonomic neuron that functions within the sympathetic nervous system, meaning every sympathetic neuron is an instance of an autonomic neuron."
CellOntology_SUB,gt,motile cell,leukocyte,,is_a,gemini-3.1-pro-preview,"Every leukocyte is a type of cell capable of spontaneous movement (motile cell), making it a proper subtype."
CellOntology_SUB,gt,retinal cell,amacrine cell,,is_a,gemini-3.1-pro-preview,"An amacrine cell is a specific type of interneuron found in the retina, meaning every amacrine cell is by definition a retinal cell."
CellOntology_SUB,gt,astrocyte,astrocyte of the forebrain,,is_a,gemini-3.1-pro-preview,"An astrocyte of the forebrain is a specific subtype of astrocyte, meaning every instance of the former is inherently an instance of the latter."
CellOntology_SUB,gt,epithelial cell of stomach,stem cell of gastric gland,,is_a,gemini-3.1-pro-preview,"A stem cell of a gastric gland is a specific type of epithelial cell located within the stomach epithelium, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,mature t cell,mature alpha-beta t cell,,is_a,gemini-3.1-pro-preview,"A mature alpha-beta T cell is a specific subtype of mature T cell that expresses the alpha-beta T cell receptor, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,epithelial cell,duct epithelial cell,,is_a,gemini-3.1-pro-preview,"A duct epithelial cell is a specific type of epithelial cell that lines a duct, meaning every instance of the former is also an instance of the latter."
CellOntology_SUB,gt,epithelial cell,columnarcuboidal epithelial cell,,is_a,gemini-3.1-pro-preview,"A columnarcuboidal epithelial cell is a specific morphological type of epithelial cell, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,gt,epithelial cell,sensory epithelial cell,,is_a,gemini-3.1-pro-preview,"A sensory epithelial cell is a specific subtype of epithelial cell that is specialized for sensory reception, meaning every instance of the former is also an instance of the latter."
CellOntology_SUB,gt,epithelial cell,endo-epithelial cell,,is_a,gemini-3.1-pro-preview,"An endo-epithelial cell is a specific subtype of epithelial cell, meaning every instance of the former is inherently an instance of the latter."
CellOntology_SUB,gt,epithelial cell,ecto-epithelial cell,,is_a,gemini-3.1-pro-preview,"An ecto-epithelial cell is a specific subtype of epithelial cell, meaning every instance of the former is also an instance of the latter."
CellOntology_SUB,gt,epithelial cell,secretory epithelial cell,,is_a,gemini-3.1-pro-preview,"A secretory epithelial cell is a specific subtype of epithelial cell that is specialized for secretion, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,gt,stem cell,multi fate stem cell,,is_a,gemini-3.1-pro-preview,"A multi fate stem cell is a specific type of stem cell capable of differentiating into multiple cell lineages, meaning every multi fate stem cell is by definition a stem cell."
CellOntology_SUB,gt,sympathetic neuron,superior cervical ganglion thnpy neuron,,is_a,gemini-3.1-pro-preview,"A superior cervical ganglion thnpy neuron is a specific subtype of sympathetic neuron located in the superior cervical ganglion, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,leukocyte,professional antigen presenting cell,,is_a,gemini-3.1-pro-preview,"Every professional antigen presenting cell (such as a dendritic cell, macrophage, or B cell) is a specialized type of leukocyte (white blood cell) that presents antigens to T cells."
CellOntology_SUB,gt,leukocyte,mononuclear leukocyte,,is_a,gemini-3.1-pro-preview,"A mononuclear leukocyte is a specific subtype of leukocyte characterized by having a single, unsegmented nucleus, meaning every mononuclear leukocyte is a leukocyte."
CellOntology_SUB,gt,be cell,be1 cell,,is_a,gemini-3.1-pro-preview,"A Be1 cell is a specific subtype of Be cell (B effector cell) characterized by its distinct cytokine production profile, meaning every Be1 cell is inherently a Be cell."
CellOntology_SUB,gt,secretory cell,seromucus secreting cell,,is_a,gemini-3.1-pro-preview,"A seromucus secreting cell is a specific type of secretory cell characterized by its function of secreting seromucus, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,secretory cell,steroid hormone secreting cell,,is_a,gemini-3.1-pro-preview,Every steroid hormone secreting cell is by definition a type of secretory cell that specializes in secreting steroid hormones.
CellOntology_SUB,gt,secretory cell,secretory epithelial cell,,is_a,gemini-3.1-pro-preview,"A secretory epithelial cell is a specific type of secretory cell that also possesses epithelial characteristics, meaning every instance of the child is an instance of the parent."
CellOntology_SUB,gt,interneuron,amacrine cell,,is_a,gemini-3.1-pro-preview,"An amacrine cell is a specific type of interneuron found in the retina, meaning every amacrine cell is by definition an interneuron."
CellOntology_SUB,gt,respiratory tract epithelial cell,epithelial cell of upper respiratory tract,,is_a,gemini-3.1-pro-preview,"An epithelial cell of the upper respiratory tract is a specific subtype of respiratory tract epithelial cell, meaning every instance of the former is also an instance of the latter."
CellOntology_SUB,gt,peripheral sensory neuron,intrinsic primary afferent neuron of myenteric plexus,,is_a,gemini-3.1-pro-preview,"An intrinsic primary afferent neuron of the myenteric plexus is a type of sensory neuron located within the enteric nervous system, which is a division of the peripheral nervous system, making it a specific type of peripheral sensory neuron."
CellOntology_SUB,gt,astrocyte of the cerebral cortex,interlaminar astrocyte,,is_a,gemini-3.1-pro-preview,"An interlaminar astrocyte is a specific subtype of astrocyte found in the cerebral cortex, meaning every interlaminar astrocyte is by definition an astrocyte of the cerebral cortex."
CellOntology_SUB,gt,mesothelial fibroblast of the leptomeninx,vascular leptomeningeal cell,,is_a,gemini-3.1-pro-preview,"A vascular leptomeningeal cell is a specific subtype of mesothelial fibroblast located in the leptomeninx that is associated with blood vessels, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,electrically signaling cell,neuron,,is_a,gemini-3.1-pro-preview,"A neuron is by definition a type of cell that processes and transmits information via electrical signals, making it a specific kind of electrically signaling cell."
CellOntology_SUB,gt,connective tissue cell,mesenchymal stem cell,,is_a,gemini-3.1-pro-preview,A mesenchymal stem cell is a multipotent stromal cell that resides in and is classified as a specific type of connective tissue cell.
CellOntology_SUB,gt,connective tissue cell,stromal cell,,is_a,gemini-3.1-pro-preview,"A stromal cell is a type of connective tissue cell that forms the supportive framework (stroma) of an organ, meaning every stromal cell is by definition a connective tissue cell."
CellOntology_SUB,gt,fibroblast,mesothelial fibroblast,,is_a,gemini-3.1-pro-preview,"A mesothelial fibroblast is a specific subtype of fibroblast, meaning every instance of the former is also an instance of the latter."
CellOntology_SUB,gt,steroid hormone secreting cell,androgen secreting cell,,is_a,gemini-3.1-pro-preview,"Since androgens are a specific class of steroid hormones, any cell that secretes androgens is by definition a type of steroid hormone secreting cell."
CellOntology_SUB,gt,mononuclear leukocyte,lymphocyte,,is_a,gemini-3.1-pro-preview,"A lymphocyte is a specific type of mononuclear leukocyte (agranulocyte) that functions in the immune system, meaning every lymphocyte is an instance of a mononuclear leukocyte."
CellOntology_SUB,gt,chemoreceptor cell,olfactory epithelial cell,,other_related,gemini-3.1-pro-preview,"While olfactory receptor cells are a type of chemoreceptor cell, the broader category of olfactory epithelial cells also includes non-chemosensory cells such as supporting (sustentacular) and basal cells, meaning the two concepts merely overlap rather than having a strict subsumption relationship."
CellOntology_SUB,gt,glial cell,macroglial cell,,is_a,gemini-3.1-pro-preview,"A macroglial cell is a specific subtype of glial cell (along with microglia), meaning every instance of a macroglial cell is also an instance of a glial cell."
CellOntology_SUB,gt,glial cell,cerebral cortex glial cell,,is_a,gemini-3.1-pro-preview,"A cerebral cortex glial cell is a specific subtype of glial cell found in the cerebral cortex, meaning every instance of the former is necessarily an instance of the latter."
CellOntology_SUB,gt,electrically active cell,electrically responsive cell,,is_a,gemini-3.1-pro-preview,"An electrically responsive cell is a specific type of electrically active cell that is characterized by its ability to respond to electrical stimuli, making it a proper subcategory."
CellOntology_SUB,gt,electrically active cell,electrically signaling cell,,is_a,gemini-3.1-pro-preview,Every electrically signaling cell is by definition a type of electrically active cell that specifically uses its electrical properties for communication.
CellOntology_SUB,gt,secretory epithelial cell,large mucus secreting cholangiocyte,,is_a,gemini-3.1-pro-preview,"A large mucus secreting cholangiocyte is a specific type of epithelial cell that secretes mucus, making it a subtype of secretory epithelial cell."
CellOntology_SUB,gt,cerebral cortex glial cell,astrocyte of the cerebral cortex,,is_a,gemini-3.1-pro-preview,"Every astrocyte of the cerebral cortex is a specific type of glial cell located in the cerebral cortex, making this a proper subsumption relationship."
CellOntology_SUB,gt,neuron,neural crest derived neuron,,is_a,gemini-3.1-pro-preview,"A neural crest derived neuron is by definition a specific subtype of neuron that originates from the neural crest, meaning every instance of the child is an instance of the parent."
CellOntology_SUB,gt,neuron,afferent neuron,,is_a,gemini-3.1-pro-preview,"An afferent neuron is a specific type of neuron that carries nerve impulses toward the central nervous system, meaning every afferent neuron is by definition a neuron."
CellOntology_SUB,gt,neuron,central nervous system neuron,,is_a,gemini-3.1-pro-preview,"A central nervous system neuron is a specific type of neuron that is located in the central nervous system, meaning every instance of the former is an instance of the latter."
CellOntology_SUB,gt,neuron,peripheral nervous system neuron,,is_a,gemini-3.1-pro-preview,"A peripheral nervous system neuron is a specific type of neuron that is located in the peripheral nervous system, meaning every instance of the former is an instance of the latter."
