dataset,source,parent,child,is_fp,type,model,justification
WordNetFood_SUB,gt,produce,vegetable,,is_a,google/gemma-4-31b-it,"While 'produce' is a broad category of agricultural products (including fruits and vegetables), every vegetable is by definition a type of produce."
WordNetFood_SUB,gt,pork,cochon de lait,,is_a,google/gemma-4-31b-it,"'Cochon de lait' (suckling pig) is a specific type of pork product/animal, meaning every instance of suckling pig is necessarily an instance of pork."
WordNetFood_SUB,gt,vegetable,greens,,is_a,google/gemma-4-31b-it,"Leafy greens are a specific category of vegetables, meaning every instance of a green is also an instance of a vegetable."
WordNetFood_SUB,gt,vegetable,legume,,is_a,google/gemma-4-31b-it,"In culinary and common usage, a legume is considered a type of vegetable."
WordNetFood_SUB,gt,dairy product,cheese,,is_a,google/gemma-4-31b-it,Every instance of cheese is by definition a type of dairy product.
WordNetFood_SUB,gt,orange,sweet orange,,is_a,google/gemma-4-31b-it,"A sweet orange is a specific type or variety of orange, meaning every instance of a sweet orange is necessarily an instance of an orange."
WordNetFood_SUB,gt,cheese,camembert,,is_a,google/gemma-4-31b-it,Every instance of camembert is by definition a type of cheese.
WordNetFood_SUB,gt,tart,lobster tart,,is_a,google/gemma-4-31b-it,"A lobster tart is a specific type of tart, meaning every instance of a lobster tart is necessarily an instance of a tart."
WordNetFood_SUB,gt,sauce,anchovy sauce,,is_a,google/gemma-4-31b-it,"Every instance of anchovy sauce is, by definition, a type of sauce."
WordNetFood_SUB,gt,grain,rice,,is_a,google/gemma-4-31b-it,"Rice is a specific type of grain, meaning every instance of rice is necessarily an instance of a grain."
WordNetFood_SUB,gt,jerky,beef jerky,,is_a,google/gemma-4-31b-it,"Every instance of beef jerky is, by definition, a type of jerky."
WordNetFood_SUB,gt,berry,raspberry,,is_a,google/gemma-4-31b-it,"A raspberry is a specific type of berry, meaning every instance of a raspberry is also an instance of a berry."
WordNetFood_SUB,gt,berry,boysenberry,,is_a,google/gemma-4-31b-it,"A boysenberry is a specific type of berry, meaning every instance of a boysenberry is also an instance of a berry."
WordNetFood_SUB,gt,concoction,dough,,is_a,google/gemma-4-31b-it,"Dough is a specific type of concoction (a mixture of ingredients), meaning every instance of dough is also an instance of a concoction."
WordNetFood_SUB,gt,fare,diet,,is_a,google/gemma-4-31b-it,A 'diet' (the sum of food consumed) is a specific type of 'fare' (the range of food provided or eaten).
WordNetFood_SUB,gt,bread,bun,,is_a,google/gemma-4-31b-it,"A bun is a specific type of bread, meaning every instance of a bun is also an instance of bread."
WordNetFood_SUB,gt,meal,pea flour,,is_a,google/gemma-4-31b-it,"In the context of food processing, 'meal' refers to coarsely ground grain or legumes, making 'pea flour' (a finely ground version) a specific type of meal."
WordNetFood_SUB,gt,flavorer,herb,,is_a,google/gemma-4-31b-it,"An herb is a type of substance used to flavor food, meaning every herb is a flavorer."
WordNetFood_SUB,gt,flavorer,condiment,,is_a,google/gemma-4-31b-it,"A condiment is a specific type of flavorer used to enhance the taste of food, meaning every condiment is by definition a flavorer."
WordNetFood_SUB,gt,shellfish,lobster,,is_a,google/gemma-4-31b-it,Every lobster is a type of shellfish.
WordNetFood_SUB,gt,condiment,sauce,,is_a,google/gemma-4-31b-it,Every sauce is a type of condiment used to enhance the flavor of food.
WordNetFood_SUB,gt,sweet orange,navel orange,,is_a,google/gemma-4-31b-it,"A navel orange is a specific variety (type) of sweet orange, meaning every navel orange is necessarily a sweet orange."
WordNetFood_SUB,gt,vitamin,water-soluble vitamin,,is_a,google/gemma-4-31b-it,"Every water-soluble vitamin is, by definition, a type of vitamin."
WordNetFood_SUB,gt,edible fruit,elderberry,,is_a,google/gemma-4-31b-it,"An elderberry is a specific type of edible fruit, meaning every instance of an elderberry is also an instance of an edible fruit."
WordNetFood_SUB,gt,edible fruit,citrus,,is_a,google/gemma-4-31b-it,Every instance of citrus is a type of edible fruit.
WordNetFood_SUB,gt,edible fruit,berry,,is_a,google/gemma-4-31b-it,"Every berry is, by definition, a type of edible fruit."
WordNetFood_SUB,gt,cut,cut of beef,,is_a,google/gemma-4-31b-it,"A 'cut of beef' is a specific type of 'cut' (a piece of meat removed from a carcass), meaning every instance of a cut of beef is necessarily an instance of a cut."
WordNetFood_SUB,gt,dish,soup,,is_a,google/gemma-4-31b-it,Every instance of soup is a type of dish.
WordNetFood_SUB,gt,dish,pudding,,is_a,google/gemma-4-31b-it,Every instance of a pudding is a type of dish.
WordNetFood_SUB,gt,dish,snack food,,is_a,google/gemma-4-31b-it,"A snack food is a specific type of dish (a prepared food item), meaning every instance of a snack food is also an instance of a dish."
WordNetFood_SUB,gt,dish,chicken paprika,,is_a,google/gemma-4-31b-it,"Chicken paprika is a specific type of dish, meaning every instance of chicken paprika is necessarily an instance of a dish."
WordNetFood_SUB,gt,dish,scampi,,is_a,google/gemma-4-31b-it,"Scampi is a specific type of prepared culinary dish, meaning every instance of scampi is also an instance of a dish."
WordNetFood_SUB,gt,pie,squash pie,,is_a,google/gemma-4-31b-it,"A squash pie is a specific type of pie, meaning every instance of a squash pie is necessarily an instance of a pie."
WordNetFood_SUB,gt,pie,tart,,is_a,google/gemma-4-31b-it,"While tarts and pies share many characteristics, a tart is a specific type of open-faced pastry that fits the broader definition of a pie."
WordNetFood_SUB,gt,cut of beef,flat bone,,part_of,google/gemma-4-31b-it,"A 'flat bone' is a specific piece or section cut from a beef carcass, making it a portion of the overall category of beef cuts rather than a type of cut in a taxonomic sense."
WordNetFood_SUB,gt,pastry,tart,,is_a,google/gemma-4-31b-it,"A tart is a specific type of pastry, meaning every tart is necessarily a pastry."
WordNetFood_SUB,gt,pastry,pie,,is_a,google/gemma-4-31b-it,"A pie is a specific type of pastry, as it consists of a pastry crust containing a filling."
WordNetFood_SUB,gt,snack food,sandwich,,other_related,google/gemma-4-31b-it,"While some sandwiches are eaten as snacks, not every sandwich is a snack food (e.g., a large sub for lunch), and not every snack food is a sandwich."
WordNetFood_SUB,gt,course,dessert,,is_a,google/gemma-4-31b-it,"A dessert is a specific type of course in a meal, meaning every instance of a dessert is also an instance of a course."
WordNetFood_SUB,gt,starches,bread,,made_of,google/gemma-4-31b-it,"Bread is not a type of starch, but is rather a food product made from ingredients that contain starch."
WordNetFood_SUB,gt,starches,rice,,made_of,google/gemma-4-31b-it,"Rice is a grain that contains starch as a primary component, but it is not a type of starch itself."
WordNetFood_SUB,gt,alcohol,koumiss,,is_a,google/gemma-4-31b-it,"Koumiss is a fermented dairy product that contains alcohol, making it a specific type of alcoholic beverage."
WordNetFood_SUB,gt,alcohol,brew,,is_a,google/gemma-4-31b-it,"A 'brew' (such as a batch of beer or ale) is a type of alcoholic beverage, meaning every instance of a brew is also an instance of alcohol."
WordNetFood_SUB,gt,foodstuff,meal,,made_of,google/gemma-4-31b-it,"A meal is not a type of foodstuff (which refers to raw materials or ingredients like bread or rice), but is rather composed of various foodstuffs."
WordNetFood_SUB,gt,foodstuff,egg,,is_a,google/gemma-4-31b-it,"An egg is a type of foodstuff, as every instance of an egg (when categorized in this context) is a kind of foodstuff."
WordNetFood_SUB,gt,foodstuff,concoction,,is_a,google/gemma-4-31b-it,"A concoction is a type of mixture or preparation, and when categorized under foodstuff, it represents a specific kind of food substance."
WordNetFood_SUB,gt,foodstuff,ingredient,,other_related,google/gemma-4-31b-it,"An ingredient is a functional role that a foodstuff plays within a recipe, rather than a taxonomic subclass of foodstuff (not every foodstuff is an ingredient, and an ingredient is defined by its use)."
WordNetFood_SUB,gt,foodstuff,dairy product,,is_a,google/gemma-4-31b-it,Every dairy product is by definition a type of foodstuff.
WordNetFood_SUB,gt,foodstuff,grain,,is_a,google/gemma-4-31b-it,"Every grain is a type of foodstuff, as grains are a category of raw materials used for food."
WordNetFood_SUB,gt,foodstuff,starches,,is_a,google/gemma-4-31b-it,"Starches are a category of foodstuff, meaning every instance of a starch is also an instance of a foodstuff."
WordNetFood_SUB,gt,pea,marrowfat pea,,is_a,google/gemma-4-31b-it,"A marrowfat pea is a specific variety or type of pea, meaning every instance of a marrowfat pea is necessarily an instance of a pea."
WordNetFood_SUB,gt,pea,field pea,,is_a,google/gemma-4-31b-it,"A field pea is a specific type or variety of pea, meaning every instance of a field pea is necessarily an instance of a pea."
WordNetFood_SUB,gt,soup,chowder,,is_a,google/gemma-4-31b-it,Every instance of a chowder is by definition a type of soup.
WordNetFood_SUB,gt,citrus,orange,,is_a,google/gemma-4-31b-it,"Every orange is a type of citrus fruit, representing a proper taxonomic subsumption."
WordNetFood_SUB,gt,cookie,gingersnap,,is_a,google/gemma-4-31b-it,"Every gingersnap is a type of cookie, meaning the child concept is a specific subclass of the parent concept."
WordNetFood_SUB,gt,dessert,pudding,,is_a,google/gemma-4-31b-it,Every instance of pudding is a type of dessert.
WordNetFood_SUB,gt,lettuce,cos,,is_a,google/gemma-4-31b-it,Cos (also known as Romaine) is a specific variety or type of lettuce.
WordNetFood_SUB,gt,chocolate,chocolate candy,,is_a,google/gemma-4-31b-it,"A chocolate candy is a specific type of chocolate product, meaning every instance of a chocolate candy is also an instance of chocolate."
WordNetFood_SUB,gt,nutriment,meal,,part_of,google/gemma-4-31b-it,"A meal is a specific occasion or structured serving of nutriment, and while it consists of nutriment, it is not a ""kind of"" nutriment itself."
WordNetFood_SUB,gt,nutriment,dish,,is_a,google/gemma-4-31b-it,"A dish is a specific kind of nutriment (something that provides nourishment), meaning every instance of a dish is also an instance of a nutriment."
WordNetFood_SUB,gt,nutriment,course,,part_of,google/gemma-4-31b-it,"A 'course' (such as an appetizer or main course) is a structural part of a meal or a sequence of nutriment, not a type of nutriment itself."
WordNetFood_SUB,gt,nutriment,vitamin,,is_a,google/gemma-4-31b-it,"A vitamin is a specific type of nutriment (a substance that provides nourishment), meaning every vitamin is by definition a nutriment."
WordNetFood_SUB,gt,pudding,corn pudding,,is_a,google/gemma-4-31b-it,"Corn pudding is a specific type of pudding, meaning every instance of corn pudding is necessarily an instance of pudding."
WordNetFood_SUB,gt,ale,pale ale,,is_a,google/gemma-4-31b-it,Every pale ale is by definition a type of ale.
WordNetFood_SUB,gt,brew,beer,,is_a,google/gemma-4-31b-it,"Beer is a specific type of brewed beverage, meaning every instance of beer is also an instance of a brew."
WordNetFood_SUB,gt,brew,spruce beer,,is_a,google/gemma-4-31b-it,"Spruce beer is a specific type of brew, meaning every instance of spruce beer is also an instance of a brew."
WordNetFood_SUB,gt,b-complex vitamin,choline,,other_related,google/gemma-4-31b-it,"Choline is often grouped with B-complex vitamins due to similar functions, but it is chemically distinct and not a member of the B-vitamin family."
WordNetFood_SUB,gt,bun,sweet roll,,is_a,google/gemma-4-31b-it,"A sweet roll is a specific type of bun characterized by its sweetness and often its shape or toppings, meaning every sweet roll is a bun."
WordNetFood_SUB,gt,beverage,alcohol,,is_a,google/gemma-4-31b-it,Every instance of alcohol (when categorized as a drink) is a type of beverage.
WordNetFood_SUB,gt,baked goods,pastry,,is_a,google/gemma-4-31b-it,"Every pastry is a type of baked good, as it is a category of food prepared by baking."
WordNetFood_SUB,gt,baked goods,cake,,is_a,google/gemma-4-31b-it,Every cake is by definition a type of baked good.
WordNetFood_SUB,gt,baked goods,bread,,is_a,google/gemma-4-31b-it,Every instance of bread is a type of baked good.
WordNetFood_SUB,gt,seafood,freshwater fish,,is_a,google/gemma-4-31b-it,"While 'freshwater fish' are biologically fish, in the context of a food taxonomy, 'seafood' refers to edible aquatic animals, and every freshwater fish used as food is a type of seafood."
WordNetFood_SUB,gt,seafood,octopus,,is_a,google/gemma-4-31b-it,An octopus is a type of seafood in the context of food classification.
WordNetFood_SUB,gt,seafood,shellfish,,is_a,google/gemma-4-31b-it,Every instance of shellfish is by definition a type of seafood.
WordNetFood_SUB,gt,cake,cookie,,other_related,google/gemma-4-31b-it,"A cookie is not a type of cake, as they are distinct categories of baked goods with different textures and preparation methods."
WordNetFood_SUB,gt,cake,applesauce cake,,is_a,google/gemma-4-31b-it,"An applesauce cake is a specific type of cake, meaning every instance of an applesauce cake is necessarily an instance of a cake."
WordNetFood_SUB,gt,food,soul food,,is_a,google/gemma-4-31b-it,"Soul food is a specific category or type of food, meaning every instance of soul food is necessarily an instance of food."
WordNetFood_SUB,gt,food,fare,,synonym,google/gemma-4-31b-it,"In this context, 'fare' is a synonym for 'food' (specifically referring to a range of food of a particular type), and the other children of 'food' confirm it is being used as a category for edible items."
WordNetFood_SUB,gt,food,culture medium,,other_related,google/gemma-4-31b-it,"A culture medium is a nutrient-rich substance used to grow microorganisms; while it may be composed of food-grade ingredients, it is not a type of food intended for consumption."
WordNetFood_SUB,gt,food,foodstuff,,synonym,google/gemma-4-31b-it,'Foodstuff' and 'food' are used interchangeably to refer to any substance that can be used as food.
WordNetFood_SUB,gt,food,beverage,,is_a,google/gemma-4-31b-it,"In common usage and dietary classification, a beverage is a type of food (specifically, liquid food)."
WordNetFood_SUB,gt,food,nutriment,,is_a,google/gemma-4-31b-it,"Nutriment refers to any substance that provides nourishment, and food is the primary category of substances consumed to provide that nourishment, making every nutriment a type of food."
WordNetFood_SUB,gt,food,chocolate,,is_a,google/gemma-4-31b-it,"Chocolate is a type of food, meaning every instance of chocolate is also an instance of food."
WordNetFood_SUB,gt,food,baked goods,,is_a,google/gemma-4-31b-it,"Every instance of baked goods is, by definition, a type of food."
WordNetFood_SUB,gt,food,cheese,,is_a,google/gemma-4-31b-it,Every instance of cheese is fundamentally a type of food.
WordNetFood_SUB,gt,food,meat,,is_a,google/gemma-4-31b-it,Every instance of meat is a type of food.
WordNetFood_SUB,gt,food,produce,,is_a,google/gemma-4-31b-it,Produce (referring to agricultural products like fruits and vegetables) is a specific category of food.
WordNetFood_SUB,gt,food,seafood,,is_a,google/gemma-4-31b-it,"Every instance of seafood is, by definition, a type of food."
WordNetFood_SUB,gt,dough,pastry,,made_of,google/gemma-4-31b-it,"A pastry is not a type of dough, but is instead made from dough as its primary constituent material."
WordNetFood_SUB,gt,lobster,lobster tail,,part_of,google/gemma-4-31b-it,"A lobster tail is a physical component or anatomical section of a lobster, not a type of lobster."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",starches,0,part_of,google/gemma-4-31b-it,"Starches are a component or category of food items that make up a diet, but a starch is not a ""kind of"" diet."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",boysenberry,0,other_related,google/gemma-4-31b-it,"A boysenberry is a type of food that can be part of a diet, but it is not a kind of diet itself."
WordNetFood_SUB,pred,beverage,beer,0,is_a,google/gemma-4-31b-it,Every instance of beer is by definition a type of beverage.
WordNetFood_SUB,pred,beverage,brew,0,is_a,google/gemma-4-31b-it,"A brew is a type of beverage, as any instance of a brewed drink is by definition a beverage."
WordNetFood_SUB,pred,flavorer,anchovy sauce,0,is_a,google/gemma-4-31b-it,An anchovy sauce is a specific type of flavorer used in cooking to enhance the taste of food.
WordNetFood_SUB,pred,seafood,octopus,0,is_a,google/gemma-4-31b-it,"An octopus is a type of seafood, as every instance of an octopus (in a culinary or commercial context) is categorized as seafood."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",dough,0,is_a,google/gemma-4-31b-it,"Dough is a type of food, and while 'diet' is used here as a synonym for 'food' or 'fare', dough is a specific kind of foodstuff rather than a category of diet."
WordNetFood_SUB,pred,sweet orange,navel orange,0,is_a,google/gemma-4-31b-it,"A navel orange is a specific variety (type) of sweet orange, meaning every navel orange is necessarily a sweet orange."
WordNetFood_SUB,pred,berry,raspberry,0,is_a,google/gemma-4-31b-it,"A raspberry is a specific type of berry, meaning every instance of a raspberry is also an instance of a berry."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",soup,0,other_related,google/gemma-4-31b-it,"A soup is a type of food that can be part of a diet, but it is not a subclass of 'diet' itself, especially since 'diet' here is used as a synonym for 'fare' or 'foodstuff'."
WordNetFood_SUB,pred,"baked goods (baked goods, pastry)",pie,0,is_a,google/gemma-4-31b-it,"Every pie is a type of baked good, as it is a food item prepared by baking."
WordNetFood_SUB,pred,"baked goods (baked goods, pastry)",bun,0,is_a,google/gemma-4-31b-it,Every bun is by definition a type of baked good.
WordNetFood_SUB,pred,dessert,chocolate,1,other_related,google/gemma-4-31b-it,"While chocolate is often served as a dessert, it is a food substance/ingredient that can be used in many non-dessert contexts (e.g., savory moles), meaning not every instance of chocolate is a dessert."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",seafood,0,other_related,google/gemma-4-31b-it,"Seafood is a type of food that can be part of a diet, but it is not a kind of diet itself."
WordNetFood_SUB,pred,cut,cut of beef,0,is_a,google/gemma-4-31b-it,"A 'cut of beef' is a specific type of 'cut' (a piece of meat removed from a carcass), meaning every instance of a cut of beef is necessarily an instance of a cut."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",vitamin,0,part_of,google/gemma-4-31b-it,"A vitamin is a nutrient that is a component of a diet, but it is not a type of diet itself."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",orange,0,other_related,google/gemma-4-31b-it,"An orange is a food item that can be part of a diet, but it is not a type of diet."
WordNetFood_SUB,pred,legume,marrowfat pea,0,is_a,google/gemma-4-31b-it,"A marrowfat pea is a specific type of legume, meaning every instance of a marrowfat pea is necessarily an instance of a legume."
WordNetFood_SUB,pred,edible fruit,raspberry,0,is_a,google/gemma-4-31b-it,Every raspberry is by definition a type of edible fruit.
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",scampi,0,part_of,google/gemma-4-31b-it,"Scampi is a specific type of food or dish that can be part of a person's diet, but it is not a kind of diet itself."
WordNetFood_SUB,pred,meat,cut of beef,0,part_of,google/gemma-4-31b-it,"A 'cut of beef' is a specific portion or piece taken from the larger entity of 'meat', rather than being a type of meat itself."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",pea,0,part_of,google/gemma-4-31b-it,"A pea is a food item that can be part of a diet, but it is not a type of diet itself."
WordNetFood_SUB,pred,dish,tart,1,is_a,google/gemma-4-31b-it,"A tart is a specific kind of prepared food item, and therefore every tart is a type of dish."
WordNetFood_SUB,pred,brew,ale,0,is_a,google/gemma-4-31b-it,"An ale is a specific type of brew (a fermented beverage), meaning every instance of an ale is also an instance of a brew."
WordNetFood_SUB,pred,berry,elderberry,1,other_related,google/gemma-4-31b-it,"While elderberries are commonly called berries in a culinary sense, botanically they are drupes and not true berries, making the relationship a common misclassification or a loose association rather than a strict taxonomic subsumption."
WordNetFood_SUB,pred,starches,bread,0,made_of,google/gemma-4-31b-it,"Bread is not a type of starch, but is rather a food product primarily composed of starches."
WordNetFood_SUB,pred,dessert,gingersnap,1,is_a,google/gemma-4-31b-it,"A gingersnap is a type of cookie, and since cookies are a kind of dessert, every gingersnap is also a dessert."
WordNetFood_SUB,pred,meat,pork,0,is_a,google/gemma-4-31b-it,"Pork is a specific type of meat, meaning every instance of pork is necessarily an instance of meat."
WordNetFood_SUB,pred,vitamin,water-soluble vitamin,0,is_a,google/gemma-4-31b-it,"Every water-soluble vitamin is, by definition, a type of vitamin."
WordNetFood_SUB,pred,dish,scampi,0,is_a,google/gemma-4-31b-it,"Scampi is a specific type of prepared culinary dish, meaning every instance of scampi is also an instance of a dish."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",citrus,0,other_related,google/gemma-4-31b-it,"Citrus is a type of food that can be part of a diet, but it is not a kind of diet itself."
WordNetFood_SUB,pred,snack food,bun,1,other_related,google/gemma-4-31b-it,"A bun is a type of bread or baked good that can be used to make a snack, but it is not inherently a kind of snack food itself."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",beer,0,other_related,google/gemma-4-31b-it,"Beer is not a type of diet, but rather a substance that can be part of or restricted within a diet."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",pie,0,other_related,google/gemma-4-31b-it,"A pie is a type of food that can be part of a person's diet, but it is not a subclass of the concept of a diet itself."
WordNetFood_SUB,pred,dish,lobster tart,1,is_a,google/gemma-4-31b-it,"A lobster tart is a specific type of prepared food item, and every lobster tart is by definition a dish."
WordNetFood_SUB,pred,brew,koumiss,1,is_a,google/gemma-4-31b-it,"Koumiss is a fermented dairy product produced through a brewing-like process, making it a specific type of brew."
WordNetFood_SUB,pred,alcohol,beer,0,is_a,google/gemma-4-31b-it,"Beer is a type of alcoholic beverage, meaning every instance of beer is necessarily an instance of alcohol."
WordNetFood_SUB,pred,salad green,cos,0,is_a,google/gemma-4-31b-it,"Cos (Romaine lettuce) is a specific type of salad green, meaning every instance of cos is necessarily an instance of a salad green."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",field pea,0,part_of,google/gemma-4-31b-it,"A field pea is a specific food item that can be part of a diet, but it is not a type of diet itself."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",greens,0,part_of,google/gemma-4-31b-it,"Greens are a type of food that can be part of a diet, but they are not a kind of diet itself."
WordNetFood_SUB,pred,meat,jerky,0,made_of,google/gemma-4-31b-it,"Jerky is not a type of meat, but rather a food product made from meat through a process of drying and curing."
WordNetFood_SUB,pred,starches,dough,1,made_of,google/gemma-4-31b-it,"Dough is not a type of starch, but rather a mixture primarily composed of starches (like flour)."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",pea flour,0,is_a,google/gemma-4-31b-it,"The term 'diet' is being used here as a synonym for 'food' or 'fare' (as evidenced by its other children like 'beef jerky' and 'ale'), and since pea flour is a type of food, it is a kind of diet in this specific lexical sense."
WordNetFood_SUB,pred,"produce (produce, vegetable)",rice,1,other_related,google/gemma-4-31b-it,"While rice is a food product, in a taxonomic sense, 'produce' typically refers specifically to fresh fruits and vegetables, whereas rice is a grain/cereal."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",grain,0,part_of,google/gemma-4-31b-it,"A grain is a type of food that can be part of a diet, but it is not a kind of diet itself; the provided context shows 'diet' is being used as a broad category for various food items, making 'grain' a component or member of a diet."
WordNetFood_SUB,pred,grain,brown rice,0,is_a,google/gemma-4-31b-it,"Brown rice is a specific type of grain, meaning every instance of brown rice is necessarily an instance of a grain."
WordNetFood_SUB,pred,edible fruit,sweet orange,0,is_a,google/gemma-4-31b-it,"Every sweet orange is, by definition, a type of edible fruit."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",cake,0,other_related,google/gemma-4-31b-it,"A cake is not a type of diet, but rather a food item that can be part of a person's diet or dietary intake."
WordNetFood_SUB,pred,herb,marjoram,0,is_a,google/gemma-4-31b-it,"Marjoram is a specific type of herb, meaning every instance of marjoram is necessarily an instance of a herb."
WordNetFood_SUB,pred,"baked goods (baked goods, pastry)",bear claw,0,is_a,google/gemma-4-31b-it,"A bear claw is a specific type of pastry, and therefore every bear claw is a member of the category of baked goods."
WordNetFood_SUB,pred,dish,"baked goods (baked goods, pastry)",1,is_a,google/gemma-4-31b-it,"A baked good is a specific category of food that can be prepared as a dish, and every baked good (like a cake or bread) is a type of dish in a culinary context."
WordNetFood_SUB,pred,dish,cake,1,is_a,google/gemma-4-31b-it,"A cake is a specific type of prepared food item, which fits the definition of a dish."
WordNetFood_SUB,pred,beverage,spruce beer,0,is_a,google/gemma-4-31b-it,Every instance of spruce beer is by definition a type of beverage.
WordNetFood_SUB,pred,beverage,alcohol,0,is_a,google/gemma-4-31b-it,Every instance of alcohol (when referring to the drink) is a type of beverage.
WordNetFood_SUB,pred,pea,field pea,0,is_a,google/gemma-4-31b-it,"A field pea is a specific type of pea, meaning every instance of a field pea is necessarily an instance of a pea."
WordNetFood_SUB,pred,grain,rice,0,is_a,google/gemma-4-31b-it,"Rice is a specific type of grain, meaning every instance of rice is necessarily an instance of a grain."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",koumiss,0,other_related,google/gemma-4-31b-it,"Koumiss is a specific type of beverage that can be part of a diet, but it is not a kind of diet itself."
WordNetFood_SUB,pred,"baked goods (baked goods, pastry)",tart,0,is_a,google/gemma-4-31b-it,"A tart is a specific type of baked good, meaning every instance of a tart is necessarily an instance of the category of baked goods."
WordNetFood_SUB,pred,tart,lobster tart,0,is_a,google/gemma-4-31b-it,"A lobster tart is a specific type of tart, meaning every instance of a lobster tart is necessarily an instance of a tart."
WordNetFood_SUB,pred,"diet (diet, fare, food, foodstuff, ingredient, meal, nutriment)",applesauce cake,0,other_related,google/gemma-4-31b-it,"An applesauce cake is a type of food that can be part of a diet, but it is not a kind of diet itself."
WordNetFood_SUB,pred,"baked goods (baked goods, pastry)",sweet roll,0,is_a,google/gemma-4-31b-it,"A sweet roll is a specific type of baked good, meaning every instance of a sweet roll is necessarily an instance of the broader category of baked goods."
WordNetFood_SUB,pred,beverage,ale,0,is_a,google/gemma-4-31b-it,Every instance of ale is by definition a type of beverage.
WordNetFood_SUB,pred,orange,sweet orange,0,is_a,google/gemma-4-31b-it,"A sweet orange is a specific variety or type of orange, meaning every instance of a sweet orange is necessarily an instance of an orange."
